id,enlem,boylam,ad
2156,47.64128,139.61738,NOG
2157,35.05102,-72.21692,NGV
2158,11.31685,-41.77748,SRL
2159,63.57099,26.90276,AKU
2160,28.97561,-22.08675,EJR
2161,18.05516,-77.1273,JGY
2162,-42.17312,120.24241,LCJ
2163,20.74205,-154.96933,UFZ
2164,-61.81234,31.22393,WSD
2165,-31.64318,-13.97374,LRQ
2166,14.47113,-97.17284,NVB
2167,49.16539,-111.89804,PTE
2168,-57.52842,-173.56202,QRF
2169,-60.35839,-119.09762,ZGW
2170,83.22916,152.24518,JKK
2171,60.22033,106.93871,CLH
2172,-40.70935,130.84729,LFH
2173,30.58593,-42.1648,BTW
2174,-47.56355,63.35492,KFY
2175,54.39746,-19.28638,GAU
2176,6.62073,42.9041,WQB
2177,75.81315,-71.62752,EMR
2178,-5.88324,-14.84597,ACT
2179,2.77852,169.84389,TOV
2180,-70.12267,52.29714,VVJ
2181,-53.58192,51.16811,YYI
2182,45.41687,-41.35691,OES
2183,55.65686,79.89485,HJH
2184,-21.74343,83.72455,CBB
2185,-76.67189,97.47543,SQV
2186,-80.68454,167.17108,YZA
2187,5.03586,-176.80759,DMS
2188,73.64805,-5.32628,QZL
2189,-75.05693,22.94703,HQD
2190,-74.08682,-74.12361,EJJ
2191,47.13379,65.53133,QWH
2192,16.63213,130.7677,FHZ
2193,-33.84467,59.74665,CVS
2194,-4.0468,135.08706,TRU
2195,67.91802,-151.93345,IQE
2196,72.01824,-59.12974,YJB
2197,42.46389,48.74937,IXI
2198,17.83179,-29.15045,NOB
2199,-10.25862,-168.21973,ATO
2200,88.97165,175.13532,GCR
2201,61.31459,-28.65727,CQC
2202,-67.59558,-165.35582,QEP
2203,50.60602,-141.18495,YKM
2204,-66.98702,153.85919,YKP
2205,30.11707,-52.11502,ACP
2206,-61.48824,-165.311,DRY
2207,-29.5325,-43.61328,DKH
2208,76.35523,-42.35243,QSL
2209,-10.68331,127.09557,JKW
2210,57.09827,161.48555,EOB
2211,-42.01958,-115.10556,GGL
2212,-27.99744,-146.4521,BLN
2213,15.28347,9.38306,KYQ
2214,63.49814,-66.89467,AMG
2215,-84.00571,-118.4788,CDG
2216,24.96156,-146.37106,VTE
2217,-31.40322,-121.68063,YLF
2218,62.99661,-146.54839,QEO
2219,-56.93778,-120.11866,CQM
2220,65.67416,-9.59531,ERI
2221,29.59563,-96.02925,VRF
2222,-9.17116,-169.52895,EGH
2223,12.15316,85.19977,JYM
2224,-71.73841,143.71051,ZJV
2225,66.55306,-128.87608,WUS
2226,-14.30426,-49.27336,WSM
2227,-37.73708,-63.16644,LQS
2228,-87.26305,19.75524,UXC
2229,-57.94505,-73.72843,SSE
2230,88.81673,33.8416,ZAV
2231,15.5171,-22.4412,ABG
2232,38.67875,-72.95335,IGD
2233,57.98665,68.85529,ZAF
2234,83.17609,101.81944,PZV
2235,0.00104,43.54341,ELS
2236,72.95135,144.29792,GEA
2237,37.83151,71.35627,OPL
2238,18.53519,-176.01556,CUW
2239,50.85419,132.95595,IIN
2240,65.48101,123.75299,LOS
2241,-1.79711,3.51931,BFL
2242,-21.57907,-9.52161,EPX
2243,-62.27637,-56.2194,RVT
2244,69.21777,176.73613,DUW
2245,-41.20483,126.96185,AFQ
2246,16.03492,-91.99216,AGJ
2247,24.523,5.6687,NCK
2248,33.7191,-19.07134,EGB
2249,36.89053,34.22267,MYL
2250,-80.69742,-51.08034,PIF
2251,24.95433,68.81994,LIJ
2252,31.71255,-82.23912,KMK
2253,63.6995,158.71539,VYL
2254,29.63739,-93.10401,KTY
2255,-67.63096,117.02195,JOQ
2256,-79.94463,19.4927,NEI
2257,-69.71288,62.0875,FNV
2258,-16.52895,-136.13633,XSC
2259,53.45865,-1.82955,WBH
2260,-45.95968,35.26813,IZU
2261,82.95116,173.0351,ZNP
2262,-25.3717,-115.12686,KZO
2263,42.76426,-41.52329,TLM
2264,-82.20047,90.35993,OHO
2265,13.17508,-50.02185,MSQ
2266,-2.9715,-100.05912,KNN
2267,50.07018,-91.4118,PUE
2268,4.56025,-169.81895,BNC
2269,-70.62048,-74.13568,OXU
2270,40.4018,145.81634,NIT
2271,69.78367,5.42371,JPK
2272,-72.5704,125.49004,BXF
2273,56.83758,-138.29371,YEN
2274,12.24176,-147.26071,YBP
2275,-12.08489,-173.97319,CAU
2276,-31.04582,124.78416,AUS
2277,-14.18627,-48.52202,IHA
2278,-24.93172,-155.17607,EJS
2279,77.49348,0.79918,WLM
2280,44.1415,-45.86415,NKG
2281,30.17359,-101.58658,CFI
2282,-15.63216,57.53504,WKT
2283,57.07175,-130.01887,KWB
2284,-1.77893,129.22774,LIM
2285,-15.9751,11.94027,ADO
2286,-14.69779,-145.91724,IRU
2287,66.07818,-117.25388,SGM
2288,-67.0349,-17.21659,PSV
2289,82.35172,177.54585,VRS
2290,55.2662,164.99403,LYS
2291,53.23322,85.12557,XTU
2292,-49.84665,-63.84986,PHP
2293,-40.8018,-60.04082,CAC
2294,-60.97428,96.6685,BPG
2295,-24.53648,-129.81247,SJK
2296,87.49174,37.29498,UPO
2297,35.61493,141.54631,KXD
2298,-23.68528,-152.63677,BYS
2299,2.33855,149.08251,YJV
2300,-61.54291,-163.04653,IRY
2301,-41.5629,137.96216,CJH
2302,65.24679,-80.60792,NYZ
2303,85.70407,140.14146,QKJ
2304,71.76501,-165.28658,AMC
2305,-52.11475,73.5164,OSC
2306,-37.26085,-136.403,QGS
2307,-53.21654,8.47027,NRB
2308,-10.21147,160.15975,ZER
2309,11.78799,-73.53698,LOF
2310,32.32518,130.92829,BEA
2311,65.24627,-64.89062,HNT
2312,-13.77321,-175.23331,TCL
2313,5.60258,46.69666,SAX
2314,-83.83928,-101.46365,LCL
2315,-11.52767,133.02694,KCY
2316,-52.31869,-148.73004,NCU
2317,-13.94211,135.43237,WQH
2318,64.52772,83.49959,ABB
2319,22.75971,-110.80345,WDD
2320,1.58914,-2.56956,SGJ
2321,-84.09878,165.23045,ULF
2322,-51.96408,5.7677,GFD
2323,56.9719,-36.16467,RDW
2324,79.53944,56.88552,OZJ
2325,-1.89403,-122.56778,WLQ
2326,44.68819,130.82695,XBE
2327,19.62419,26.09667,KVL
2328,34.00929,58.17356,HQU
2329,74.92112,-17.38893,DCE
2330,52.40982,-7.99647,PCJ
2331,28.24367,121.09558,VJX
2332,-54.79412,31.31558,UHQ
2333,12.0761,-157.15116,TRM
2334,49.79626,56.95398,AIK
2335,-39.71345,34.42484,QFN
2336,11.644,-1.89991,CXT
2337,-18.53578,-36.93311,FNW
2338,-50.25453,47.00992,SFR
2339,-78.37482,110.66723,BQL
2340,-46.46445,-166.3846,DCT
2341,27.80522,-177.21337,BJB
2342,35.34737,-132.52507,HMF
2343,59.52145,-21.66156,QZF
2344,-59.35413,-106.51535,JIY
2345,15.04012,-166.41262,LYZ
2346,-11.34924,57.18703,ZAA
2347,-7.79884,-156.24351,GVZ
2348,-63.54998,-173.79192,DCB
2349,87.45043,-151.07546,LNV
2350,42.9582,166.58765,ONA
2351,58.14027,145.02377,NJN
2352,-70.16399,-161.15424,FNH
2353,42.57645,118.93359,CET
2354,44.79513,-97.02845,NIE
2355,74.51986,-38.62904,JGB
2356,25.04581,88.25323,GNS
2357,-34.66393,129.58785,LET
2358,68.35282,-55.35193,TXU
2359,-37.81206,165.6748,HML
2360,74.02807,29.63764,DGL
2361,88.92019,33.40646,TEY
2362,55.5541,-179.64197,UDJ
2363,33.13195,161.76548,HQA
2364,-69.01189,137.17291,ZUM
2365,5.11594,168.01686,VXM
2366,-65.07206,124.31338,NBE
2367,-8.19668,112.73813,EGI
2368,25.45732,146.39523,KRO
2369,2.16167,-74.50362,QAJ
2370,-53.16047,178.33572,FMW
2371,50.22361,43.5445,VBM
2372,-84.82313,-53.55443,GYC
2373,-25.54287,49.3365,QXV
2374,22.74593,-56.01576,DKR
2375,-24.88568,14.00938,AMM
2376,-29.61876,-48.66153,QDB
2377,54.10332,-14.84385,HBL
2378,67.53137,-130.47232,SXB
2379,64.86711,46.98929,FBN
2380,39.51384,-19.00289,HPH
2381,-17.01457,-34.52107,TZB
2382,32.22568,172.32148,VAP
2383,51.88228,19.02472,OEX
2384,-62.70948,-50.72994,ZRR
2385,82.58103,-77.58601,WPV
2386,-30.16153,63.53664,WRC
2387,-86.64135,74.13684,TMT
2388,10.52735,124.24641,QHL
2389,-35.90102,-142.31433,OKS
2390,-87.66649,-1.60511,PAZ
2391,-84.10869,141.27931,XGB
2392,-33.89733,-112.58372,WDA
2393,66.82899,17.89873,WEB
2394,74.75023,2.86859,PKD
2395,81.56629,21.68931,TST
2396,-28.05913,-144.53917,AGB
2397,32.67144,56.36145,ZPX
2398,-7.11614,-119.41784,LAR
2399,13.24456,-55.06092,TSR
2400,-37.73668,-114.42927,YPO
2401,37.86653,-70.7836,ISY
2402,55.60133,-17.09151,DXP
2403,80.99663,-54.83912,GBI
2404,28.89875,-162.79232,CMG
2405,19.47793,62.94444,ADK
2406,-9.8443,73.93277,IPA
2407,-27.93422,-91.63169,LBG
2408,57.92212,-11.23321,HLF
2409,87.47425,-174.39622,SJX
2410,0.41555,11.70644,AFA
2411,-6.2141,15.51452,PWT
2412,5.80704,98.49521,SEF
2413,69.6203,-135.35305,OLZ
2414,-61.70471,-71.45265,ELB
2415,-0.94142,35.63416,LIK
2416,19.93532,65.37213,MUE
2417,31.70888,146.60093,RHX
2418,77.0627,-3.39211,XKF
2419,30.75435,-171.59312,WXN
2420,45.11403,-165.87152,PYH
2421,51.11554,-17.49095,MQA
2422,-56.73821,-170.32406,DLJ
2423,72.88829,-54.14994,LNA
2424,-81.35242,80.3069,DWY
2425,-12.65158,93.82155,SWH
2426,-49.77036,-15.06986,UBI
2427,73.88773,46.01187,KDF
2428,43.72183,68.42328,EXC
2429,65.77348,-154.74132,GHQ
2430,-43.7294,-96.44741,GOM
2431,75.56672,-78.96874,QAH
2432,-24.54128,166.23575,NSO
2433,56.80019,99.19721,YUC
2434,1.57999,-35.43639,JAG
2435,-42.68628,79.94245,RGZ
2436,75.34731,-147.35646,AWX
2437,69.29291,125.04048,PXV
2438,11.54336,-116.50092,HAN
2439,82.99953,81.59106,ALK
2440,8.98946,168.65924,YKM
2441,24.4761,100.98472,PBW
2442,42.97566,67.56393,DSN
2443,-5.52756,73.81479,QXV
2444,15.31852,-68.83793,URW
2445,24.4246,168.1767,NBP
2446,-55.46354,-170.49014,MKU
2447,71.45915,100.57416,BNG
2448,-65.5807,-162.70585,UCZ
2449,-25.08151,-83.8085,ALZ
2450,3.9111,-31.46022,GSO
2451,-84.98707,-173.33483,WIQ
2452,-68.58681,177.51635,QUR
2453,-7.09711,123.97044,KNK
2454,-11.1895,133.85597,KZE
2455,-61.41013,57.38646,FZA
2456,42.27296,-7.69461,DFN
2457,68.21559,160.38515,TJN
2458,60.05103,-178.29868,KEZ
2459,-23.05988,1.88297,BIB
2460,-20.20726,-27.41388,BET
2461,-64.01133,-74.98741,HTM
2462,18.40504,-43.14665,HUV
2463,12.15501,31.73972,IAM
2464,-83.01306,-124.05609,TYD
2465,-85.98552,-1.94159,UDS
2466,-11.55471,29.3503,ZRI
2467,78.08534,-131.38843,XPT
2468,25.07823,173.92215,PNE
2469,47.778,64.73377,RUP
2470,37.92128,-45.39163,XXP
2471,31.45789,11.36231,RCA
2472,65.1847,46.74794,RPM
2473,82.78146,-138.36732,JGC
2474,35.19276,-30.51933,AIK
2475,8.25272,177.36348,YWN
2476,56.67197,-92.70525,JVQ
2477,4.85092,84.57392,YID
2478,-28.12262,-25.29459,KCD
2479,-39.19047,-33.38688,XPF
2480,-15.86823,-109.46947,QON
2481,-51.52065,67.98917,DMT
2482,15.22931,-28.15321,MNW
2483,21.51835,43.59249,ORC
2484,86.44587,46.55597,OTK
2485,-54.72913,-117.85337,HDO
2486,78.57375,25.81588,DVW
2487,80.38326,121.82321,UUI
2488,80.06539,-120.86749,VCT
2489,-78.98075,-104.203,JNB
2490,50.24656,-43.77511,YBA
2491,40.93389,22.37413,MVP
2492,-15.69065,-14.2264,HNR
2493,-35.26059,-126.02037,YKL
2494,73.83866,-33.87681,IGP
2495,50.97602,141.82686,JOR
2496,20.89367,-160.74288,BXV
2497,43.31523,177.90584,YSF
2498,29.17195,102.52054,KGG
2499,29.24309,20.6804,FZX
2500,42.35649,123.81939,LBL
2501,-70.8551,-138.13044,EVR
2502,54.41045,-64.30363,SKB
2503,57.51776,123.76337,QYA
2504,18.46131,-76.21555,DSZ
2505,-52.75656,19.64284,QGX
2506,68.22305,-155.40731,MWT
2507,32.84093,99.19905,PEV
2508,-82.2145,81.65153,DPI
2509,21.96864,-72.34063,EUW
2510,26.39987,-54.36222,CAU
2511,6.87994,-71.03562,PHQ
2512,82.46982,-115.34029,WML
2513,5.05437,-117.57462,OPL
2514,-46.01064,151.16168,KWT
2515,-32.67831,-150.25413,KWP
2516,-52.90495,66.26099,OSB
2517,-60.84065,16.65037,SQL
2518,-29.9592,169.88411,MIF
2519,64.88581,134.16206,PXX
2520,-2.00325,148.18248,QGK
2521,42.49419,-117.8985,GUW
2522,83.03613,162.86168,UAL
2523,62.86767,140.39867,RDY
2524,-78.61936,-80.26202,LAW
2525,54.82695,-118.4093,QLM
2526,42.82935,-126.41259,SVI
2527,78.4703,-45.02557,VBJ
2528,-86.97048,-119.57319,IFV
2529,-17.65189,-0.4115,LIF
2530,86.99905,153.86644,XLM
2531,8.37358,-156.26346,XRT
2532,-3.23646,-13.54643,CKA
2533,38.11049,-116.81513,OBU
2534,65.23329,143.24102,KPX
2535,75.04887,-33.12998,NDG
2536,64.53358,137.99477,PXS
2537,-26.87211,99.49413,HJQ
2538,-50.32635,-43.26003,VSS
2539,1.77482,-84.25479,YQY
2540,89.89333,19.36414,XBR
2541,-58.10697,-120.61641,SYO
2542,-57.65802,31.41674,AGF
2543,29.00792,-85.15349,KXG
2544,-67.5332,172.26279,FLI
2545,-32.20272,17.90872,NFB
2546,40.4593,-131.39091,COW
2547,-10.94118,-64.79557,FXM
2548,-72.19457,58.76444,ZRO
2549,72.65574,-24.92169,FJG
2550,64.69318,89.48735,GLV
2551,-61.20346,14.90738,BMG
2552,-73.49637,44.7851,PRZ
2553,67.99705,-144.48832,VRG
2554,15.91127,-170.34028,FSM
2555,75.26408,-160.63675,TKT
2556,12.73821,93.63398,EQM
2557,-40.5152,-108.18196,IEW
2558,19.55127,127.18996,JGN
2559,-77.34035,83.80944,FFZ
2560,58.75073,-1.49148,LHC
2561,56.62161,173.83963,HJJ
2562,88.07584,-74.47372,RZX
2563,27.03545,-116.71249,HIL
2564,-76.38052,37.22932,YNP
2565,20.75764,-176.02159,CJW
2566,-64.259,-101.18371,GVM
2567,73.61959,165.5258,SOZ
2568,26.22733,35.38258,RTL
2569,-4.75539,148.59085,TYC
2570,-83.78909,-10.50724,XBH
2571,-42.55857,89.60419,DCD
2572,72.13862,-48.80078,MXV
2573,12.9449,48.1622,HCA
2574,-16.4119,46.722,MDP
2575,6.4885,30.88427,JEX
2576,18.04788,57.34886,ZNP
2577,53.92844,-114.14284,WOH
2578,56.62462,156.6225,WNQ
2579,-56.93731,32.91949,QGQ
2580,69.39885,-100.99224,VBK
2581,-33.18169,45.51297,KTJ
2582,36.36449,-140.91865,UWS
2583,23.8004,120.49844,OZK
2584,-58.5531,85.99769,UKH
2585,52.11628,-148.44409,XMR
2586,78.68969,108.73992,DQT
2587,-21.60543,129.31575,FWV
2588,-50.42918,-143.82417,DUR
2589,88.02826,-114.81895,VXZ
2590,67.02291,53.63118,FCZ
2591,-2.0804,138.16722,LHQ
2592,57.17604,-96.01438,VOD
2593,-89.23605,-117.77229,GGB
2594,46.99311,-43.33798,EXG
2595,66.89617,99.79016,DAQ
2596,74.44246,52.54716,IYC
2597,16.00462,159.98526,UUF
2598,30.62611,-76.49229,PXZ
2599,-50.07537,94.62882,FLM
2600,-78.01773,56.7847,JWB
2601,-53.01806,-63.82504,YIE
2602,1.46423,-157.24025,AON
2603,28.28583,-81.7483,WFK
2604,64.85904,100.84871,BNA
2605,-72.48775,83.43182,OZO
2606,-78.53179,-156.37281,JVY
2607,-37.05563,-140.03042,BUQ
2608,26.55748,19.09096,BTO
2609,5.87544,72.9008,UVS
2610,89.58871,-170.9209,GFZ
2611,18.52359,-127.02964,MJC
2612,-16.25833,-81.7482,PIV
2613,24.14882,-155.31778,DTI
2614,41.95952,-53.84151,BCX
2615,46.78147,51.0231,TGB
2616,20.39681,164.08359,JLD
2617,-27.80541,-142.10797,HIO
2618,32.20075,-136.57903,JSK
2619,51.10055,-77.99805,PFX
2620,-32.48192,62.49476,LZO
2621,75.30366,106.86431,DXF
2622,-29.05949,-103.1936,MTV
2623,47.51323,177.22972,DME
2624,-67.31015,-176.37947,RPU
2625,80.66787,-157.97945,IBV
2626,-74.69402,-130.32329,MDT
2627,-51.28387,78.927,TQJ
2628,77.27734,-163.15191,ERL
2629,-7.69892,-116.10665,XYT
2630,65.83141,63.18692,LJO
2631,31.97062,-68.92658,XAA
2632,42.95272,5.52032,EWG
2633,-72.96674,123.43367,AAH
2634,62.19719,152.01509,RON
2635,61.09139,-38.26539,MKT
2636,57.86118,179.71902,UZY
2637,-11.54424,-102.00841,CBN
2638,-30.34583,1.94295,XFG
2639,34.7703,18.73059,TIF
2640,29.83152,154.29023,DRP
2641,50.27405,162.34971,KVO
2642,57.12828,40.4808,SMR
2643,-20.52729,102.01735,TTN
2644,-70.38112,-39.67703,RBS
2645,34.52905,-37.89002,AEQ
2646,31.40261,-107.35527,NJZ
2647,-33.54877,-126.94283,VPZ
2648,-67.06101,-56.58072,NXC
2649,-86.46179,123.94037,TSP
2650,62.3381,31.0521,AYC
2651,-21.20131,-130.13856,HUP
2652,-15.49601,13.00445,GXD
2653,-20.67164,164.82948,EEW
2654,80.94358,160.76067,VOZ
2655,33.40601,1.36934,MLY
2656,-6.35697,146.6935,WJA
2657,9.7,140.73861,KRY
2658,79.44217,-129.36906,JXC
2659,40.08528,125.04952,PZO
2660,19.41273,152.94601,OUW
2661,-6.88759,122.67391,RVX
2662,-52.33765,-36.04369,FRD
2663,27.67083,12.83037,PLW
2664,-22.33957,35.98676,CJX
2665,-64.72099,-150.31036,CTY
2666,-34.35525,-26.10388,GZT
2667,-13.92548,122.04333,COS
2668,4.62505,147.14646,ECR
2669,83.00621,175.40958,NMX
2670,-32.13924,-27.9359,ZTB
2671,-11.6764,24.64153,JCQ
2672,18.95718,-46.45482,RZD
2673,36.1795,157.23175,HHM
2674,73.99425,-121.99257,CNG
2675,-68.45737,3.89462,HTI
2676,69.86669,-5.83638,LRD
2677,28.78031,101.61986,PMK
2678,55.47384,40.93049,JBV
2679,44.73701,-31.62817,XZA
2680,26.74557,-68.4862,NZO
2681,85.25353,59.41044,BRW
2682,-29.31212,-34.85115,KAR
2683,-76.37741,-35.56276,AOF
2684,18.72756,-173.97932,JOT
2685,12.04391,154.8772,OZQ
2686,-33.67656,80.85448,BXJ
2687,52.66366,38.01587,TJG
2688,-89.0184,-3.71429,XVO
2689,-80.69246,20.21445,LEP
2690,-54.14167,96.80315,AHM
2691,36.66535,-35.72763,WKF
2692,4.83044,29.30247,IPN
2693,-84.41682,132.49254,ATN
2694,-36.62049,-30.39805,DFV
2695,-78.52874,140.18472,DGD
2696,-84.21687,-106.60688,XRP
2697,87.07608,173.11687,MRF
2698,-18.09063,20.42654,OPG
2699,-80.71741,50.599,XDY
2700,15.57772,169.08816,MPY
2701,-84.32639,120.95539,ZHE
2702,-65.50327,2.68995,NQT
2703,0.76335,-3.42814,RAC
2704,19.63391,83.53537,GXI
2705,47.89342,-28.09548,XAP
2706,-31.9263,-144.54747,UAJ
2707,-52.43866,-73.52779,YSX
2708,29.72929,51.78354,KAF
2709,89.12193,4.7528,RAA
2710,-28.35305,-126.81009,VBP
2711,86.23207,-157.91949,KMA
2712,14.49994,105.14042,VOI
2713,-69.93275,65.00752,ZKO
2714,-65.89087,-137.17334,VOR
2715,-78.01073,-160.92899,OUD
2716,11.1363,63.66757,ENV
2717,5.6536,164.95279,KWN
2718,-25.439,-84.53509,GXU
2719,71.30024,64.93577,TNJ
2720,-63.9579,169.85838,AVB
2721,88.51252,9.17459,MRU
2722,-76.08758,-162.32455,EWP
2723,-31.80317,-147.97405,IBK
2724,-81.38815,36.76899,TRZ
2725,-0.06042,35.90039,UNO
2726,-50.38858,-61.51809,WDO
2727,-42.92667,85.10725,RIL
2728,-60.63515,-62.76575,HVD
2729,-43.07321,95.64918,PLB
2730,-82.10303,-121.58817,JOJ
2731,60.34796,13.63476,HRU
2732,-29.07112,-13.35468,FYN
2733,-58.53787,-106.42774,HDT
2734,14.45707,-78.71984,SEX
2735,-61.72758,-127.48472,GOL
2736,-56.47368,-65.68087,HHZ
2737,16.83218,49.5461,AJA
2738,53.38441,149.45242,BUJ
2739,-38.99183,-94.17171,TBL
2740,79.50908,150.89607,KOE
2741,-71.17557,175.78391,XCA
2742,-72.12062,-102.55952,MLF
2743,31.37707,129.07731,GYF
2744,-30.02076,8.03935,VWM
2745,-19.17945,-109.1676,EFV
2746,87.21998,146.53927,UNP
2747,32.47034,-17.69712,KVB
2748,-2.77143,-88.56522,XAA
2749,-46.75393,13.58397,WIA
2750,-52.90998,-126.30351,ULW
2751,-64.56299,-8.66563,LFO
2752,89.54729,170.32278,GHU
2753,-71.95797,5.51508,VWI
2754,71.58397,-26.67082,AXR
2755,23.64732,-86.26267,MDN
2756,62.42358,-132.892,OAE
2757,-54.58895,121.33633,NFY
2758,-51.88371,-110.43019,QRN
2759,47.70559,-118.05848,MCJ
2760,78.03745,-166.81578,HLX
2761,62.54487,-94.62505,YER
2762,-55.63973,159.38628,OJQ
2763,-66.39621,39.56778,PNN
2764,21.18117,168.29438,XJR
2765,16.10155,15.83736,RPS
2766,71.08038,116.62159,FLN
2767,-55.86797,-55.76711,VCB
2768,-81.22877,-38.96897,RVK
2769,-69.78889,109.08177,TLZ
2770,47.06303,88.90525,IEH
2771,-81.6421,77.59435,IKC
2772,88.72552,-46.3932,DDN
2773,49.0723,-108.91799,NIH
2774,78.02418,97.11083,NQO
2775,64.42995,101.35088,WZE
2776,45.27351,42.39964,JIJ
2777,-17.18052,175.71305,WVB
2778,51.92431,107.45397,GYK
2779,4.64124,79.64033,CAS
2780,-61.21472,-56.50295,UHQ
2781,-26.56771,-156.25525,VWY
2782,-73.93271,11.04593,BSV
2783,59.60682,-137.67694,CKI
2784,35.69954,-99.12523,OXQ
2785,43.88348,-60.92184,TWH
2786,-70.00252,-73.49574,ONH
2787,79.60091,-160.3882,YOE
2788,-9.56157,-40.6814,HOZ
2789,-3.1265,39.18457,SHQ
2790,-52.47534,-173.28437,GQC
2791,85.49412,-64.99817,PWU
2792,-1.00339,74.74256,NFY
2793,-81.58812,24.79049,ZWH
2794,-49.40954,-61.23035,XGF
2795,81.24541,49.71404,JHR
2796,-52.04298,140.88022,YBK
2797,75.70213,12.81743,EWS
2798,57.98428,18.81236,LER
2799,-56.67769,33.4984,FMM
2800,58.9628,-21.69832,XZN
2801,31.27481,-84.11615,YER
2802,88.84467,-142.29389,YAU
2803,58.15963,169.95497,PWG
2804,-42.8342,-78.8006,NOZ
2805,-56.12729,152.04976,IZD
2806,-15.01676,0.61689,WQE
2807,-80.36849,-162.97799,ZFY
2808,76.26838,-47.40058,VRF
2809,-14.58439,-52.45884,SDJ
2810,-6.42633,-136.91304,JXT
2811,46.55401,-83.94725,KOL
2812,-76.11151,23.15226,MDM
2813,79.79896,84.64274,CVS
2814,56.22246,88.77916,TCF
2815,-78.89214,-22.93314,LFG
2816,26.76057,15.82861,IHO
2817,6.77705,-136.52939,WRO
2818,-56.35889,151.15836,VKN
2819,-62.8409,157.93044,TSW
2820,-6.81538,-34.54238,RAB
2821,73.03024,-162.02601,RCU
2822,39.72051,-79.00296,ODW
2823,-34.80074,-112.10811,BTX
2824,-82.47203,20.57182,CJC
2825,-60.89376,-97.41493,RQD
2826,-62.0808,47.3315,FPC
2827,7.82657,146.87646,PST
2828,64.57425,-101.05374,EFE
2829,-67.13167,36.90249,XAG
2830,-47.99086,172.19564,XLD
2831,2.86526,109.79349,KLQ
2832,-85.92327,7.04541,GKJ
2833,-57.40189,-148.78306,POB
2834,7.92054,90.78786,CBU
2835,23.91667,17.40096,FYC
2836,58.8883,-127.66102,TYE
2837,-74.91565,-45.47206,WAL
2838,42.86994,-144.07959,CMJ
2839,-66.51585,-75.57357,JBM
2840,25.63539,-94.3594,OVB
2841,31.67552,-25.03235,DQF
2842,-15.87927,35.37554,YFZ
2843,49.88159,-76.42259,VEZ
2844,-85.54015,40.68504,VLN
2845,29.6941,-152.27568,BPH
2846,-20.8555,-147.11943,DPA
2847,23.68619,-161.86676,LDA
2848,-24.82061,-66.84022,STF
2849,44.47899,-91.70868,FLT
2850,34.43752,-41.19475,MQG
2851,4.5919,-156.27032,ITK
2852,74.15492,10.83973,OXE
2853,24.86209,177.22478,MSE
2854,-46.65505,104.7401,RXL
2855,41.61656,142.06555,IAP
2856,61.27246,-138.42187,ILJ
2857,-62.82661,-42.26269,TIN
2858,2.49712,-0.76224,ZNF
2859,61.88114,42.26916,RBY
2860,85.8908,58.1863,WUR
2861,81.8291,-56.86535,JBE
2862,-33.78605,-158.44602,CNZ
2863,46.35731,149.81999,JKF
2864,-79.68611,80.88622,BTV
2865,-28.45195,142.31972,WQV
2866,-44.00667,31.18161,UXN
2867,-48.96899,164.47145,NZW
2868,-23.92826,85.98551,POM
2869,-52.04705,-110.67951,DBI
2870,-1.55562,-8.41831,YWU
2871,-85.93178,-13.08276,ZDU
2872,34.02665,22.27702,FMN
2873,-1.80692,38.26927,SKG
2874,-36.08493,73.38406,LZD
2875,-5.67155,-175.54133,MOT
2876,14.43607,74.55438,IQI
2877,46.85051,-153.06822,VCK
2878,-39.59098,-7.67174,RSY
2879,-83.58871,104.00901,SEH
2880,-66.04249,-24.99909,FLN
2881,44.87457,-146.8557,YJK
2882,-55.64293,31.66931,ORI
2883,-85.86838,-23.26447,XKX
2884,39.13011,17.91156,MHC
2885,-78.06003,-132.20158,FBZ
2886,36.4077,-38.95581,XJQ
2887,-53.68975,139.19736,CGG
2888,2.42332,173.93521,NZC
2889,-58.21275,-116.19948,ELF
2890,54.42436,78.69833,NAH
2891,-33.16988,62.3181,KBU
2892,-68.428,-122.29117,GDT
2893,-58.6572,-86.47373,WNL
2894,-52.24016,69.31592,AHW
2895,27.23524,-67.94815,LFC
2896,80.60148,-142.94763,YGA
2897,-83.68431,-76.77578,LNE
2898,88.82098,-157.09257,NEV
2899,16.56168,-158.58828,FWB
2900,6.29766,63.46592,DGA
2901,-80.42001,-25.8921,AOL
2902,-64.39334,100.23066,ETK
2903,-2.46779,149.2059,YOG
2904,85.31555,-94.76106,RLB
2905,60.20872,161.33482,QAO
2906,79.59974,119.60189,PWO
2907,71.68112,82.84252,TMA
2908,36.97705,45.75055,INS
2909,-41.84784,-68.37761,NNF
2910,-11.82255,-74.73412,ZEF
2911,-53.22859,-75.40938,DVB
2912,-38.54497,80.63479,NXZ
2913,-31.74546,12.54149,CEC
2914,88.25303,160.53856,UPD
2915,7.4098,130.71757,MGA
2916,76.70875,-100.74078,UWD
2917,39.59571,139.31131,CLW
2918,-8.75282,-59.35503,IKS
2919,72.45449,61.24624,RKF
2920,-74.24343,160.3069,AUT
2921,31.23439,138.48316,PAJ
2922,41.49514,-6.32096,HNS
2923,54.06443,153.70232,MIV
2924,52.42922,-116.52367,ONU
2925,10.06879,-160.24779,MBK
2926,23.0909,144.21424,BYZ
2927,72.91111,-17.01926,TRP
2928,67.24919,129.63782,EFB
2929,55.39575,92.15354,BSM
2930,-67.50731,-38.354,OUQ
